model_type,train_time,best_nround,mse,ndcg,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,180.738248142,1697,0.5820046474343652,0.7903499974875409,0,1,binary,mse,7,0,1,0.05,0.8,128,6000,credV1B,0.4,10
evotrees,138.026590305,2109,0.593869444604565,0.7851529251552586,0,10,binary,mse,5,0,1,0.05,0.8,128,6000,credV1B,0.4,10
evotrees,184.680703702,1990,0.5936754292810345,0.7850407285044367,0,0,binary,mse,5,0,1,0.05,0.6,128,6000,credV1B,0.8,10
evotrees,140.181895308,1566,0.5846906054313709,0.7880939261806944,0,10,binary,mse,7,0,1,0.05,0.6,128,6000,credV1B,0.4,10
evotrees,328.797039581,1501,0.5803079993494845,0.7906933997169794,0,1,binary,mse,7,0,1,0.05,1.0,128,6000,credV1B,0.8,10
evotrees,372.239545453,1009,0.5750023091375639,0.7903939343683659,0,0,binary,mse,9,0,1,0.05,1.0,128,6000,credV1B,0.8,10
evotrees,299.845310371,2230,0.5929610125439163,0.7857898186173692,0,10,binary,mse,5,0,1,0.05,1.0,128,6000,credV1B,0.8,10
evotrees,237.487682164,2107,0.5923458384339049,0.7860537662075189,0,10,binary,mse,5,0,1,0.05,0.6,128,6000,credV1B,1.0,10
evotrees,225.567224073,835,0.5821904092037019,0.7877810820652825,0,1,binary,mse,9,0,1,0.05,0.6,128,6000,credV1B,0.8,10
evotrees,182.537991736,1454,0.583225075019872,0.7887043298648201,0,10,binary,mse,7,0,1,0.05,0.6,128,6000,credV1B,0.6,10
evotrees,237.47483518,2076,0.5928395395243644,0.7858911704031459,0,10,binary,mse,5,0,1,0.05,0.8,128,6000,credV1B,0.8,10
evotrees,108.576297132,1461,0.5869388133322445,0.7856219886752113,0,0,binary,mse,7,0,1,0.05,0.4,128,6000,credV1B,0.4,10
evotrees,366.849147095,1633,0.5797543933310382,0.7909563217658837,0,0,binary,mse,7,0,1,0.05,0.8,128,6000,credV1B,1.0,10
evotrees,148.670324619,2052,0.5938358341841871,0.7848347238561136,0,1,binary,mse,5,0,1,0.05,0.6,128,6000,credV1B,0.6,10
evotrees,85.895787898,2052,0.5967221177298896,0.7843059052199468,0,1,binary,mse,5,0,1,0.05,0.4,128,6000,credV1B,0.4,10
evotrees,497.587280127,786,0.5743892261486351,0.7927981198584755,0,10,binary,mse,11,0,1,0.05,0.8,128,6000,credV1B,0.8,10
