model_type,train_time,best_nround,mse,ndcg,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,116.45541808,817,0.5977739833202533,0.7829111194554217,0,0,binary,mse,9,0,1,0.05,0.6,128,6000,credV1A,0.6,10
evotrees,100.779297868,1286,0.6005375197171644,0.7830510880797337,0,0,binary,mse,7,0,1,0.05,0.6,128,6000,credV1A,0.6,10
evotrees,102.870368236,724,0.6023076159445615,0.7807232814106394,0,0,binary,mse,9,0,1,0.05,0.4,128,6000,credV1A,0.8,10
evotrees,207.054986533,693,0.5916792795240507,0.7848946304785871,0,10,binary,mse,11,0,1,0.05,0.6,128,6000,credV1A,0.6,10
evotrees,80.433102574,1436,0.6148014388010081,0.7775609972414163,0,10,binary,mse,5,0,1,0.05,0.4,128,6000,credV1A,1.0,10
evotrees,190.871390169,1494,0.596165629223584,0.7837425660516142,0,1,binary,mse,7,0,1,0.05,1.0,128,6000,credV1A,0.8,10
evotrees,69.31408017,974,0.6013140674902665,0.7827701776108912,0,1,binary,mse,7,0,1,0.05,0.8,128,6000,credV1A,0.4,10
evotrees,101.842569192,2250,0.605176051424168,0.7802116356999655,0,1,binary,mse,5,0,1,0.05,0.8,128,6000,credV1A,0.4,10
evotrees,177.556590312,852,0.5939672118968403,0.7836996689197266,0,10,binary,mse,9,0,1,0.05,1.0,128,6000,credV1A,0.8,10
evotrees,116.728330074,817,0.5977739833202533,0.7829111194554217,0,10,binary,mse,9,0,1,0.05,0.6,128,6000,credV1A,0.6,10
evotrees,191.381725772,917,0.5947372246235244,0.7839918308401295,0,1,binary,mse,9,0,1,0.05,0.8,128,6000,credV1A,1.0,10
evotrees,101.088863653,1286,0.6005375197171644,0.7830510880797337,0,1,binary,mse,7,0,1,0.05,0.6,128,6000,credV1A,0.6,10
evotrees,65.295458045,1079,0.6020172499979751,0.7827266304824243,0,1,binary,mse,7,0,1,0.05,0.6,128,6000,credV1A,0.4,10
evotrees,351.420361428,800,0.5885139733579912,0.7850370229833288,0,0,binary,mse,11,0,1,0.05,1.0,128,6000,credV1A,1.0,10
evotrees,222.632434034,834,0.5876948193260274,0.7868473234383545,0,10,binary,mse,11,0,1,0.05,0.8,128,6000,credV1A,0.4,10
evotrees,62.517218573,796,0.6093781924548383,0.7788012893517091,0,10,binary,mse,7,0,1,0.05,0.4,128,6000,credV1A,0.8,10
