model_type,train_time,best_nround,mse,gini,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,136.621343722,824,76.656975,0.649456896570354,0,1,binary,mse,11,0,1,0.1,0.8,128,6000,credV1B,0.4,10
evotrees,63.853309951,1821,77.305626,0.655494293463234,0,0,binary,mse,5,0,1,0.1,1.0,128,6000,credV1B,1.0,10
evotrees,26.31234564,991,76.73636,0.6574054967874557,0,10,binary,mse,7,0,1,0.1,0.8,128,6000,credV1B,0.4,10
evotrees,34.534198379,1706,77.53713,0.6547969181687566,0,0,binary,mse,5,0,1,0.1,0.8,128,6000,credV1B,0.6,10
evotrees,33.596429684,1695,77.499466,0.6545361813475121,0,10,binary,mse,5,0,1,0.1,0.6,128,6000,credV1B,0.8,10
evotrees,31.33461602,1020,76.84787,0.655363597736912,0,0,binary,mse,7,0,1,0.1,0.6,128,6000,credV1B,0.6,10
evotrees,79.700034132,1639,75.09679,0.664688477993205,0,10,binary,mse,7,0,1,0.1,1.0,128,6000,credV1B,0.8,10
evotrees,128.141796957,1274,74.25095,0.6642962906172648,0,1,binary,mse,9,0,1,0.1,1.0,128,6000,credV1B,0.8,10
evotrees,10.466236921,1008,78.965935,0.6462321714893657,0,1,binary,mse,5,0,1,0.1,0.4,128,6000,credV1B,0.4,10
evotrees,34.747149043,2340,77.04933,0.657302028206465,0,1,binary,mse,5,0,1,0.1,0.8,128,6000,credV1B,0.4,10
evotrees,57.512379143,675,76.90503,0.6513229319197703,0,1,binary,mse,9,0,1,0.1,0.6,128,6000,credV1B,0.8,10
evotrees,34.696882494,959,76.50672,0.656842421168732,0,1,binary,mse,7,0,1,0.1,0.6,128,6000,credV1B,0.8,10
evotrees,49.889911548,1686,77.27777,0.6559628750835964,0,0,binary,mse,5,0,1,0.1,0.8,128,6000,credV1B,1.0,10
evotrees,15.84609279,814,78.06944,0.6488537613469573,0,1,binary,mse,7,0,1,0.1,0.4,128,6000,credV1B,0.4,10
evotrees,51.413828254,1017,76.083015,0.6598537007246044,0,1,binary,mse,7,0,1,0.1,0.8,128,6000,credV1B,1.0,10
evotrees,33.219919205,1695,77.499466,0.6545361813475121,0,0,binary,mse,5,0,1,0.1,0.6,128,6000,credV1B,0.8,10
