model_type,train_time,best_nround,mse,gini,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,9.200954456,742,81.65688,0.6314084098878004,0,10,binary,mse,5,0,1,0.1,0.4,128,6000,credV1A,0.8,10
evotrees,76.651916021,421,78.30881,0.6453104110200703,0,10,binary,mse,11,0,1,0.1,0.8,128,6000,credV1A,1.0,10
evotrees,22.314225493,381,79.66558,0.6413412328534825,0,1,binary,mse,9,0,1,0.1,0.6,128,6000,credV1A,0.6,10
evotrees,11.273045543,431,80.27358,0.6383762995502911,0,1,binary,mse,7,0,1,0.1,0.6,128,6000,credV1A,0.6,10
evotrees,22.283811734,372,80.39217,0.6358382114295695,0,1,binary,mse,9,0,1,0.1,0.4,128,6000,credV1A,0.8,10
evotrees,47.373108803,319,79.254196,0.6405312046184428,0,10,binary,mse,11,0,1,0.1,0.6,128,6000,credV1A,0.6,10
evotrees,13.41792863,1368,80.32253,0.6396414293521975,0,1,binary,mse,5,0,1,0.1,0.6,128,6000,credV1A,0.4,10
evotrees,40.838749231,941,78.86339,0.6464053132006289,0,0,binary,mse,7,0,1,0.1,1.0,128,6000,credV1A,1.0,10
evotrees,18.4095404,841,79.03489,0.6461760161121195,0,10,binary,mse,7,0,1,0.1,0.8,128,6000,credV1A,0.4,10
evotrees,19.318012294,1156,80.12816,0.6409020089464619,0,0,binary,mse,5,0,1,0.1,0.8,128,6000,credV1A,0.6,10
evotrees,57.963809091,660,78.07044,0.6487226365999803,0,0,binary,mse,9,0,1,0.1,1.0,128,6000,credV1A,1.0,10
evotrees,32.193403996,503,79.102745,0.6422450621276282,0,0,binary,mse,9,0,1,0.1,0.6,128,6000,credV1A,0.8,10
evotrees,30.867639039,380,79.272736,0.6421511848516943,0,10,binary,mse,9,0,1,0.1,0.8,128,6000,credV1A,1.0,10
evotrees,11.448821547,431,80.27358,0.6383762995502911,0,10,binary,mse,7,0,1,0.1,0.6,128,6000,credV1A,0.6,10
evotrees,11.002165599,431,80.27358,0.6383762995502911,0,0,binary,mse,7,0,1,0.1,0.6,128,6000,credV1A,0.6,10
evotrees,145.610968811,769,77.47737,0.64968590953007,0,0,binary,mse,11,0,1,0.1,1.0,128,6000,credV1A,1.0,10
