model_type,train_time,best_nround,mse,gini,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,0.261605016,310,6.717597457254656,0.9459395595266669,0,0,binary,mse,5,0,1,0.05,0.8,128,1000,credV1A,1.0,10
evotrees,0.636093209,178,7.167979881211253,0.9428381546641063,0,0,binary,mse,9,0,1,0.05,0.8,128,1000,credV1A,0.6,10
evotrees,0.37217386,236,7.8091365219750015,0.9483025346600449,0,10,binary,mse,7,0,1,0.05,1.0,128,1000,credV1A,0.4,10
evotrees,3.170060038,329,8.01117361058989,0.9377651424246337,0,1,binary,mse,11,0,1,0.05,1.0,128,1000,credV1A,0.6,10
evotrees,0.433022622,129,6.889496497690179,0.9414942125569974,0,1,binary,mse,9,0,1,0.05,0.6,128,1000,credV1A,1.0,10
evotrees,0.291927884,159,9.03857031676039,0.9329210434012072,0,0,binary,mse,7,0,1,0.05,1.0,128,1000,credV1A,1.0,10
evotrees,0.201601248,130,6.099137496926144,0.9475567206335728,0,1,binary,mse,7,0,1,0.05,0.4,128,1000,credV1A,0.6,10
evotrees,1.032972871,107,7.065577098297375,0.9398401299636328,0,0,binary,mse,11,0,1,0.05,0.4,128,1000,credV1A,0.8,10
evotrees,0.136185571,172,6.982977450677186,0.9398696671527996,0,10,binary,mse,5,0,1,0.05,0.6,128,1000,credV1A,0.8,10
evotrees,0.239722411,131,6.009491726947389,0.9545274972770402,0,1,binary,mse,7,0,1,0.05,0.6,128,1000,credV1A,0.6,10
evotrees,0.602879087,120,8.717620866258315,0.9329136591039153,0,1,binary,mse,9,0,1,0.05,1.0,128,1000,credV1A,0.8,10
evotrees,0.413786725,236,7.8091365219750015,0.9483025346600449,0,1,binary,mse,7,0,1,0.05,1.0,128,1000,credV1A,0.4,10
evotrees,0.125850143,172,6.982977450677186,0.9398696671527996,0,0,binary,mse,5,0,1,0.05,0.6,128,1000,credV1A,0.8,10
evotrees,1.230711115,147,6.028363666170945,0.9464121545533422,0,0,binary,mse,11,0,1,0.05,0.4,128,1000,credV1A,1.0,10
evotrees,0.645452361,178,7.167979881211253,0.9428381546641063,0,1,binary,mse,9,0,1,0.05,0.8,128,1000,credV1A,0.6,10
evotrees,0.117504795,222,7.917377405978394,0.9458287950672893,0,0,binary,mse,5,0,1,0.05,1.0,128,1000,credV1A,0.4,10
