model_type,train_time,best_nround,mse,gini,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,0.588130209,152,8.371705419307016,0.9322343037530688,0,0,binary,mse,9,0,1,0.05,1.0,128,1000,credV2B,0.8,10
evotrees,0.273964591,169,6.880089944779666,0.9385921837213169,0,1,binary,mse,5,0,1,0.05,0.6,128,1000,credV2B,1.0,10
evotrees,0.108102696,158,6.833427933366988,0.9390057043696581,0,0,binary,mse,5,0,1,0.05,0.6,128,1000,credV2B,0.8,10
evotrees,0.174727534,207,7.672135648105196,0.9351732540752095,0,1,binary,mse,5,0,1,0.05,1.0,128,1000,credV2B,0.8,10
evotrees,1.170684943,151,7.201729233950166,0.9470915099041886,0,0,binary,mse,11,0,1,0.05,0.4,128,1000,credV2B,0.4,10
evotrees,1.233593761,161,6.639319620203539,0.9493067990917315,0,0,binary,mse,11,0,1,0.05,0.6,128,1000,credV2B,0.4,10
evotrees,0.99941543,114,6.370987278705284,0.9449943694733148,0,1,binary,mse,11,0,1,0.05,0.4,128,1000,credV2B,1.0,10
evotrees,0.154007085,216,6.179884570862681,0.9493511048754825,0,10,binary,mse,5,0,1,0.05,0.6,128,1000,credV2B,0.4,10
evotrees,0.44114854,205,8.572883673404707,0.9293175063228043,0,0,binary,mse,7,0,1,0.05,1.0,128,1000,credV2B,1.0,10
evotrees,1.562927085,160,8.03894146960055,0.9313186508888849,0,10,binary,mse,11,0,1,0.05,1.0,128,1000,credV2B,0.8,10
evotrees,0.60391248,157,7.698404531885169,0.9300633203492774,0,1,binary,mse,9,0,1,0.05,0.8,128,1000,credV2B,1.0,10
evotrees,1.052074775,137,6.465071830867738,0.9411102290978239,0,0,binary,mse,11,0,1,0.05,0.4,128,1000,credV2B,0.8,10
evotrees,0.556804493,171,7.849937981557899,0.9473278074175263,0,10,binary,mse,9,0,1,0.05,1.0,128,1000,credV2B,0.4,10
evotrees,1.150311713,151,7.201729233950166,0.9470915099041886,0,1,binary,mse,11,0,1,0.05,0.4,128,1000,credV2B,0.4,10
evotrees,0.195783497,232,7.066622723768089,0.9475567206335725,0,10,binary,mse,5,0,1,0.05,1.0,128,1000,credV2B,0.4,10
evotrees,1.498755452,167,8.504294973578887,0.9442707083387178,0,10,binary,mse,11,0,1,0.05,1.0,128,1000,credV2B,0.4,10
