model_type,train_time,mse,gini
neurotrees,19.681605528,19.615831469344432,0.9434470620092064
evotrees,0.178502068,20.509080270932657,0.9343149201191445
xgboost,0.06883496,23.70036609197505,0.934463850528026
lightgbm,0.417633774,20.72497495947794,0.9380043325209856
catboost,0.737692451,20.554599583818064,0.9340035201733011
