model_type,train_time,best_nround,mse,ndcg,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,24.991061708,547,0.553807786660832,0.5082280635255224,0,10,binary,mse,7,0,1,0.05,0.8,128,6000,credV2A,0.4,10
evotrees,36.153725197,175,0.5529841319279271,0.5034254985776995,0,1,binary,mse,11,0,1,0.05,0.4,128,6000,credV2A,0.6,10
evotrees,24.657133747,547,0.553807786660832,0.5082280635255224,0,1,binary,mse,7,0,1,0.05,0.8,128,6000,credV2A,0.4,10
evotrees,41.125764324,206,0.5507181192436101,0.5089105520801893,0,0,binary,mse,11,0,1,0.05,0.8,128,6000,credV2A,0.4,10
evotrees,27.411768068,667,0.5531546476975193,0.5073857889349314,0,10,binary,mse,7,0,1,0.05,0.4,128,6000,credV2A,0.6,10
evotrees,60.846577952,265,0.5495605473292556,0.5097735785737462,0,10,binary,mse,11,0,1,0.05,0.8,128,6000,credV2A,0.6,10
evotrees,72.45112647,252,0.5505735505998839,0.5076148026987578,0,1,binary,mse,11,0,1,0.05,0.6,128,6000,credV2A,1.0,10
evotrees,65.448084448,401,0.550774871671824,0.5079433302472264,0,1,binary,mse,9,0,1,0.05,1.0,128,6000,credV2A,1.0,10
evotrees,38.134340209,1394,0.5558987742034638,0.5045530337580706,0,10,binary,mse,5,0,1,0.05,0.8,128,6000,credV2A,0.4,10
evotrees,46.784559659,421,0.5501138141291769,0.5105537444322362,0,10,binary,mse,9,0,1,0.05,0.6,128,6000,credV2A,0.8,10
evotrees,37.947062914,203,0.551660842035568,0.5089842147449842,0,1,binary,mse,11,0,1,0.05,0.6,128,6000,credV2A,0.4,10
evotrees,27.778582913,667,0.5531546476975193,0.5073857889349314,0,0,binary,mse,7,0,1,0.05,0.4,128,6000,credV2A,0.6,10
evotrees,30.270464836,1026,0.55647896588107,0.5045607988317239,0,0,binary,mse,5,0,1,0.05,0.4,128,6000,credV2A,0.8,10
evotrees,46.95055947,657,0.5517439074311674,0.508519041973395,0,10,binary,mse,7,0,1,0.05,0.8,128,6000,credV2A,0.8,10
evotrees,29.370667576,313,0.5512763191470201,0.5104524597133218,0,10,binary,mse,9,0,1,0.05,1.0,128,6000,credV2A,0.4,10
evotrees,70.854618423,222,0.5502551080310284,0.5073363611980801,0,0,binary,mse,11,0,1,0.05,0.8,128,6000,credV2A,1.0,10
