model_type,train_time,best_nround,mse,ndcg,gamma,L2,tree_type,metric,max_depth,lambda,min_weight,eta,rowsample,nbins,nrounds,loss,colsample,early_stopping_rounds
evotrees,42.827501252,878,0.5541711516021999,0.5086698635804272,0,1,binary,mse,7,0,1,0.05,0.8,128,6000,credV1B,0.4,10
evotrees,43.641563065,1349,0.5579172356099458,0.5027708063066911,0,10,binary,mse,5,0,1,0.05,0.8,128,6000,credV1B,0.4,10
evotrees,57.563132438,1329,0.5572183734427857,0.5035935279628482,0,0,binary,mse,5,0,1,0.05,0.6,128,6000,credV1B,0.8,10
evotrees,39.137612447,973,0.5541804364466348,0.5087288300118471,0,10,binary,mse,7,0,1,0.05,0.6,128,6000,credV1B,0.4,10
evotrees,90.228352698,888,0.5530315319300173,0.5080839640372156,0,1,binary,mse,7,0,1,0.05,1.0,128,6000,credV1B,0.8,10
evotrees,78.846229196,478,0.5529797743799617,0.5057329376111008,0,0,binary,mse,9,0,1,0.05,1.0,128,6000,credV1B,0.8,10
evotrees,96.927774396,1399,0.5576359545787423,0.5022921107256301,0,10,binary,mse,5,0,1,0.05,1.0,128,6000,credV1B,0.8,10
evotrees,79.556558774,1427,0.5566004270540478,0.5052783278213595,0,10,binary,mse,5,0,1,0.05,0.6,128,6000,credV1B,1.0,10
evotrees,69.572375529,584,0.5536843971524,0.5049732255995828,0,1,binary,mse,9,0,1,0.05,0.6,128,6000,credV1B,0.8,10
evotrees,52.334498291,946,0.5535350279977085,0.5106847308858287,0,10,binary,mse,7,0,1,0.05,0.6,128,6000,credV1B,0.6,10
evotrees,64.534806554,1216,0.5577620296111456,0.5032956164063157,0,10,binary,mse,5,0,1,0.05,0.8,128,6000,credV1B,0.8,10
evotrees,22.721006167,678,0.5566225092789209,0.5027079094397611,0,0,binary,mse,7,0,1,0.05,0.4,128,6000,credV1B,0.4,10
evotrees,70.632094175,694,0.5539938147513559,0.5068360045063774,0,0,binary,mse,7,0,1,0.05,0.8,128,6000,credV1B,1.0,10
evotrees,37.883315832,1079,0.5589101174382104,0.500237028298352,0,1,binary,mse,5,0,1,0.05,0.6,128,6000,credV1B,0.6,10
evotrees,23.235149776,1137,0.5594982195999215,0.5019266562235974,0,1,binary,mse,5,0,1,0.05,0.4,128,6000,credV1B,0.4,10
evotrees,90.968315082,348,0.555103498616803,0.5010031241027998,0,10,binary,mse,11,0,1,0.05,0.8,128,6000,credV1B,0.8,10
